,ExpressId,GlobalId,Class,PredefinedType,Name,Level,Type,Pset_StairFlightCommon.TreadLengthAtOffset,Pset_StairCommon.IsExternal,Pset_ReinforcementBarPitchOfWall.Reference,Pset_StairCommon.NumberOfRiser,Qto_BeamBaseQuantities.CrossSectionArea,Qto_ColumnBaseQuantities.CrossSectionArea,Qto_MemberBaseQuantities.OuterSurfaceArea,Pset_StairCommon.RiserHeight,Pset_ColumnCommon.LoadBearing,Pset_DoorCommon.Reference,Pset_StairFlightCommon.NumberOfTreads,Pset_WindowCommon.Reference,Pset_WallCommon.IsExternal,Qto_DoorBaseQuantities.Height,Qto_BeamBaseQuantities.GrossVolume,Qto_MemberBaseQuantities.GrossVolume,Pset_StairFlightCommon.TreadLengthAtInnerSide,Pset_BeamCommon.LoadBearing,Qto_StairFlightBaseQuantities.Length,Pset_StairFlightCommon.RiserHeight,Qto_BeamBaseQuantities.Length,Pset_StairFlightCommon.NumberOfRiser,Qto_WindowBaseQuantities.Width,Qto_MemberBaseQuantities.NetSurfaceArea,Qto_SlabBaseQuantities.NetArea,Qto_RailingBaseQuantities.Length,Qto_ColumnBaseQuantities.OuterSurfaceArea,Qto_WallBaseQuantities.Length,Qto_MemberBaseQuantities.Length,Pset_BuildingElementProxyCommon.IsExternal,Pset_StairCommon.NumberOfTreads,Pset_ReinforcementBarPitchOfSlab.Reference,Pset_WallCommon.Reference,Pset_BeamCommon.Span,Pset_MemberCommon.Slope,Pset_SlabCommon.LoadBearing,Qto_BeamBaseQuantities.OuterSurfaceArea,Pset_SlabCommon.ThermalTransmittance,Pset_WindowCommon.ThermalTransmittance,Pset_RailingCommon.Reference,Pset_RailingCommon.Height,Qto_SlabBaseQuantities.Width,Qto_StairFlightBaseQuantities.NetVolume,Qto_SlabBaseQuantities.Perimeter,Pset_StairFlightCommon.Reference,Qto_WallBaseQuantities.Width,Qto_DoorBaseQuantities.Width,Qto_SlabBaseQuantities.NetVolume,Pset_SlabCommon.PitchAngle,Qto_WallBaseQuantities.NetSideArea,Pset_WallCommon.ThermalTransmittance,Qto_SlabBaseQuantities.GrossArea,Qto_WindowBaseQuantities.Area,Qto_WallBaseQuantities.GrossFootprintArea,Pset_StairCommon.Reference,Pset_MemberCommon.IsExternal,Pset_WindowCommon.FireRating,Qto_WallBaseQuantities.NetVolume,Qto_BeamBaseQuantities.NetVolume,Pset_MemberCommon.Reference,Qto_StairFlightBaseQuantities.GrossVolume,Pset_RailingCommon.IsExternal,Pset_BeamCommon.Roll,Pset_ColumnCommon.IsExternal,Pset_StairCommon.NosingLength,Qto_MemberBaseQuantities.NetVolume,Pset_StairCommon.TreadLength,Pset_ColumnCommon.Slope,Qto_WindowBaseQuantities.Height,Pset_StairFlightCommon.NosingLength,Pset_DoorCommon.IsExternal,Pset_EnvironmentalImpactIndicators.Reference,Qto_DoorBaseQuantities.Area,Qto_ColumnBaseQuantities.Length,Pset_ReinforcementBarPitchOfColumn.Reference,Pset_WallCommon.ExtendToStructure,Pset_SlabCommon.Reference,Qto_SlabBaseQuantities.GrossVolume,Pset_BuildingElementProxyCommon.Reference,Pset_WallCommon.LoadBearing,Pset_StairCommon.TreadLengthAtOffset,Qto_BeamBaseQuantities.NetSurfaceArea,Pset_StairFlightCommon.TreadLength,Qto_MemberBaseQuantities.CrossSectionArea,Pset_BeamCommon.Slope,Pset_SlabCommon.IsExternal,Pset_ReinforcementBarPitchOfBeam.Reference,Pset_StairCommon.WalkingLineOffset,Pset_ColumnCommon.Reference,Qto_WallBaseQuantities.Height,Qto_MemberBaseQuantities.GrossSurfaceArea,Pset_WindowCommon.IsExternal,Pset_OpeningElementCommon.Reference,Pset_BeamCommon.IsExternal,Pset_BeamCommon.Reference,Pset_ManufacturerTypeInformation.Manufacturer,Qto_BeamBaseQuantities.GrossSurfaceArea,Pset_StairFlightCommon.WalkingLineOffset,Qto_ColumnBaseQuantities.GrossVolume,Pset_StairCommon.TreadLengthAtInnerSide
30,3191,2sEeFec9X798gqtBCDTSU1,IfcWall,SOLIDWALL,BLK01.033,Ground Floor,Basic Wall:250XTERNAL,,,250XTERNAL,,,,,,,,,,True,,,,,,,,,,,,,,,1060.0,,,,,250XTERNAL,,,,,,,,,,,,,250.0,,,,8.2852000000009,,,,0.264999999999999,,,,0.78440000000009,,,,,,,,,,,,,,250XTERNAL,,,,True,,,,False,,,,,,,,,,2960.00000000035,,,,,,,,,,
31,3268,2sEeFec9X798gqtBCDTSGM,IfcWall,SOLIDWALL,BLK01.034,Ground Floor,Basic Wall:250XTERNAL,,,250XTERNAL,,,,,,,,,,True,,,,,,,,,,,,,,,5232.62585727352,,,,,250XTERNAL,,,,,,,,,,,,,250.0,,,,30.3312580036998,,,,1.30815646431838,,,,3.05311813438284,,,,,,,,,,,,,,250XTERNAL,,,,True,,,,False,,,,,,,,,,2960.00000000035,,,,,,,,,,
32,3364,2sEeFec9X798gqrB8DTSAI,IfcWall,SOLIDWALL,BLK01.035,Ground Floor,Basic Wall:250XTERNAL,,,250XTERNAL,,,,,,,,,,True,,,,,,,,,,,,,,,1990.17595307284,,,,,250XTERNAL,,,,,,,,,,,,,250.0,,,,13.7528357285806,,,,0.467311617779786,,,,1.38324238862834,,,,,,,,,,,,,,250XTERNAL,,,,True,,,,False,,,,,,,,,,2960.00000000035,,,,,,,,,,
33,3451,2sEeFec9X798gqrB8DTS32,IfcWall,NOTDEFINED,Basic Wall:Generic - 90mm Brick:298639,Ground Floor,Basic Wall:Generic - 90mm Brick,,,Generic - 90mm Brick,,,,,,,,,,True,,,,,,,,,,,,,,,675.0,,,,,Generic - 90mm Brick,,,,,,,,,,,,,90.0,,,,4.65030000000051,6.0,,,0.0607500000000008,,,,0.179820000000018,,,,,,,,,,,,,,Generic - 90mm Brick,,,,True,,,,False,,,,,,,,,,2960.00000000035,,,,,,,,,,
34,3579,2sEeFec9X798gqrB8DTS2G,IfcWall,SOLIDWALL,BLK01.036,Ground Floor,Basic Wall:250XTERNAL,,,250XTERNAL,,,,,,,,,,True,,,,,,,,,,,,,,,1808.25715980882,,,,,250XTERNAL,,,,,,,,,,,,,250.0,,,,12.59302900213,,,,0.420814289952203,,,,1.24561029825866,,,,,,,,,,,,,,250XTERNAL,,,,True,,,,False,,,,,,,,,,2960.00000000035,,,,,,,,,,
35,3650,2sEeFec9X798gqtBCDTT_E,IfcWall,SOLIDWALL,BLK01.037,Ground Floor,Basic Wall:250XTERNAL,,,250XTERNAL,,,,,,,,,,True,,,,,,,,,,,,,,,955.942860013148,,,,,250XTERNAL,,,,,,,,,,,,,250.0,,,,7.66487658398999,,,,0.207735715003287,,,,0.664754288010591,,,,,,,,,,,,,,250XTERNAL,,,,False,,,,False,,,,,,,,,,3200.00000000035,,,,,,,,,,
36,3838,2STy3ZkmPE9Q56qgoRFhfb,IfcSlab,FLOOR,Floor:Dalle 20_Marble:301156,Ground Floor,Floor:Dalle 20_Marble,,,,,,,,,,,,,,,,,,,,,,,,,221.714990367032,,,,,,,Dalle 20_Marble,,,,False,,,,,,,,47998.0353289283,,,,24.9274426428638,0.0,,,109.140505420291,,,,,,,,,,,,,,,,,,,,Dalle 20_Marble,,,,,Dalle 20_Marble,,,,,,,,,False,,,,,,,,,,,,,,
37,4116,2STy3ZkmPE9Q56qgoRFhWF,IfcDoor,DOOR,M_Single-Flush:0915 x 2134mm:301582,Ground Floor,M_Single-Flush:0915 x 2134mm,,,,,,,,,,0915 x 2134mm,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.0,,,,,,,,,,,,,,,,,,,,,,,,False,0915 x 2134mm,6.11635399999997,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4178,2STy3ZkmPE9Q56sgsRFhcR,IfcWall,SOLIDWALL,BLK01.038,Ground Floor,Basic Wall:250XTERNAL,,,250XTERNAL,,,,,,,,,,True,,,,,,,,,,,,,,,3580.0,,,,,250XTERNAL,,,,,,,,,,,,,250.0,,,,21.5598000000027,,,,0.894999999999998,,,,2.04497500000032,,,,,,,,,,,,,,250XTERNAL,,,,True,,,,False,,,,,,,,,,3200.00000000035,,,,,,,,,,
39,4246,2STy3ZkmPE9Q56sgwRFhcR,IfcWall,SOLIDWALL,BLK01.057,Level 1 -  Lower,Basic Wall:250XTERNAL,,,250XTERNAL,,,,,,,,,,True,,,,,,,,,,,,,,,3580.0,,,,,250XTERNAL,,,,,,,,,,,,,250.0,,,,3.01560000000001,,,,0.894999999999998,,,,0.143199999999997,,,,,,,,,,,,,,250XTERNAL,,,,True,,,,False,,,,,,,,,,160.0,,,,,,,,,,
40,4348,2STy3ZkmPE9Q56qgoRFhcy,IfcSlab,FLOOR,Floor:Dalle 20+5:302013,Ground Floor,Floor:Dalle 20+5,,,,,,,,,,,,,,,,,,,,,,,,,47.2378413774065,,,,,,,Dalle 20+5,,,,False,,,,,,240.0,,17823.0162032053,,,,5.15523809863647,0.0,,,21.4801587443186,,,,,,,,,,,,,,,,,,,,Dalle 20+5,,,,,Dalle 20+5,5155.23809863647,,,,,,,,False,,,,,,,,,,,,,,
41,11574,2STy3ZkmPE9Q56qgoRFe8O,IfcBuildingElementProxy,NOTDEFINED,M_RPC Tree - Deciduous:Gray Birch - 3.1 Meters:303129,Ground Floor,M_RPC Tree - Deciduous:Gray Birch - 3.1 Meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gray Birch - 3.1 Meters,,,,,,,Gray Birch - 3.1 Meters,,,,,,,,,,,,,,,,,,,,,
42,11635,3YKQpxSevCpwlmcyl2lYUc,IfcColumn,COLUMN,Concrete Square:250 x 250mm:303685,Ground Floor,Concrete Square:250 x 250mm,,,,,,0.672744401044361,,,True,,,,,,,,,,,,,,,,,,10498.6876640432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,3200.00000000035,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.200000000000022,
43,11682,3YKQpxSevCpwlmcyZ2lYUc,IfcColumn,COLUMN,Concrete Square:250 x 250mm:303685,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,0.672744401044361,,,True,,,,,,,,,,,,,,,,,,524.934383202101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,160.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.01,
44,11792,3YKQpxSevCpwlmayh2lY6q,IfcWall,SOLIDWALL,BLK01.039,Ground Floor,Basic Wall:250XTERNAL,,,250XTERNAL,,,,,,,,,,True,,,,,,,,,,,,,,,1496.82720163547,,,,,250XTERNAL,,,,,,,,,,,,,250.0,,,,4.77228373284122,,,,0.311706800408869,,,,0.412718840531528,,,,,,,,,,,,,,250XTERNAL,,,,False,,,,False,,,,,,,,,,1300.0,,,,,,,,,,
45,11860,2hhFKvpOL87xdX7VifxAcV,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306205,Ground Floor,Concrete Square:250 x 250mm,,,,,,0.672744401044362,,,True,,,,,,,,,,,,,,,,,,10498.6876640432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,3200.00000000035,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.200000000000023,
46,11907,2hhFKvpOL87xdX7VWfxAcV,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306205,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,0.672744401044362,,,True,,,,,,,,,,,,,,,,,,524.934383202101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,160.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.01,
47,12012,2hhFKvpOL87xdX7VifxAcT,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306207,Ground Floor,Concrete Square:250 x 250mm,,,,,,0.67274440104436,,,True,,,,,,,,,,,,,,,,,,10498.6876640432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,3200.00000000035,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.200000000000022,
48,12059,2hhFKvpOL87xdX7VWfxAcT,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306207,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,0.67274440104436,,,True,,,,,,,,,,,,,,,,,,524.934383202101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,160.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.01,
49,12162,2hhFKvpOL87xdX7VifxAd0,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306242,Ground Floor,Concrete Square:250 x 250mm,,,,,,0.672744401044355,,,True,,,,,,,,,,,,,,,,,,10498.6876640431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,3200.00000000035,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.200000000000021,
50,12207,2hhFKvpOL87xdX7VWfxAd0,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306242,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,0.672744401044355,,,True,,,,,,,,,,,,,,,,,,524.934383202098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,160.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.00999999999999997,
51,12310,2hhFKvpOL87xdX7VifxAdw,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306296,Ground Floor,Concrete Square:250 x 250mm,,,,,,0.672744401044355,,,True,,,,,,,,,,,,,,,,,,10498.6876640431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,3200.00000000035,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.200000000000021,
52,12355,2hhFKvpOL87xdX7VWfxAdw,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306296,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,0.672744401044355,,,True,,,,,,,,,,,,,,,,,,524.934383202098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,160.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.00999999999999997,
53,12725,2hhFKvpOL87xdX7VifxAar,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306359,Ground Floor,Concrete Square:250 x 250mm,,,,,,1.86387000000016,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.191780000000021,
54,13068,2hhFKvpOL87xdX7VWfxAar,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306359,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,1.86387000000016,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.0188980000000005,
55,13438,2hhFKvpOL87xdX7VifxAY8,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306442,Ground Floor,Concrete Square:250 x 250mm,,,,,,1.81603189950624,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.196752344118565,
56,13487,2hhFKvpOL87xdX7VWfxAY8,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306442,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,0.672744401044356,,,True,,,,,,,,,,,,,,,,,,1312.33595800525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,400.000000000002,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.0132476558814568,
57,13590,2hhFKvpOL87xdX5VefxAZr,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306551,Ground Floor,Concrete Square:250 x 250mm,,,,,,0.672744401044355,,,True,,,,,,,,,,,,,,,,,,9711.28608923996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0.0,,,,250 x 250mm,,2960.00000000035,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.185000000000021,
58,13666,2hhFKvpOL87xdX5VefxAjU,IfcColumn,COLUMN,Concrete Square:250 x 250mm:306908,Ground Floor,Concrete Square:250 x 250mm,,,,,,0.672744401044355,,,True,,,,,,,,,,,,,,,,,,9711.28608923996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0.0,,,,250 x 250mm,,2960.00000000035,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.185000000000021,
59,13740,2hhFKvpOL87xdX7VifxBNk,IfcColumn,COLUMN,Concrete Square:250 x 250mm:307308,Ground Floor,Concrete Square:250 x 250mm,,,,,,0.672744401044355,,,True,,,,,,,,,,,,,,,,,,9711.28608923996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,2960.00000000035,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.185000000000021,
60,14083,2hhFKvpOL87xdX7VWfxBNk,IfcColumn,COLUMN,Concrete Square:250 x 250mm:307308,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,1.80500000000017,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.01285,
61,14184,2hhFKvpOL87xdX5VefxBIU,IfcColumn,COLUMN,Concrete Square:250 x 250mm:307484,Ground Floor,Concrete Square:250 x 250mm,,,,,,0.672744401044355,,,True,,,,,,,,,,,,,,,,,,9711.28608923996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,2960.00000000035,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.185000000000021,
62,14258,2hhFKvpOL87xdX7VifxBId,IfcColumn,COLUMN,Concrete Square:250 x 250mm:307493,Ground Floor,Concrete Square:250 x 250mm,,,,,,0.672744401044356,,,True,,,,,,,,,,,,,,,,,,10498.6876640431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,3200.00000000035,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.200000000000021,
63,14303,2hhFKvpOL87xdX7VWfxBId,IfcColumn,COLUMN,Concrete Square:250 x 250mm:307493,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,0.672744401044356,,,True,,,,,,,,,,,,,,,,,,524.934383202104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,160.000000000002,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.01,
64,14406,2hhFKvpOL87xdX7VifxBUk,IfcColumn,COLUMN,Concrete Square:250 x 250mm:307756,Ground Floor,Concrete Square:250 x 250mm,,,,,,0.672744401044356,,,True,,,,,,,,,,,,,,,,,,10498.6876640431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,3200.00000000035,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.200000000000021,
65,14451,2hhFKvpOL87xdX7VWfxBUk,IfcColumn,COLUMN,Concrete Square:250 x 250mm:307756,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,0.672744401044356,,,True,,,,,,,,,,,,,,,,,,524.934383202104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,160.000000000002,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.01,
66,14554,2hhFKvpOL87xdX7VifxBV$,IfcColumn,COLUMN,Concrete Square:250 x 250mm:307837,Ground Floor,Concrete Square:250 x 250mm,,,,,,0.672744401044356,,,True,,,,,,,,,,,,,,,,,,10498.6876640431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,3200.00000000035,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.200000000000021,
67,14599,2hhFKvpOL87xdX7VWfxBV$,IfcColumn,COLUMN,Concrete Square:250 x 250mm:307837,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,0.672744401044356,,,True,,,,,,,,,,,,,,,,,,524.934383202104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,160.000000000002,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.01,
68,15013,2hhFKvpOL87xdX7VifxBQm,IfcColumn,COLUMN,Concrete Square:250 x 250mm:308018,Ground Floor,Concrete Square:250 x 250mm,,,,,,1.82250000000017,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.188000000000015,
69,15363,2hhFKvpOL87xdX7VWfxBQm,IfcColumn,COLUMN,Concrete Square:250 x 250mm:308018,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,1.82250000000017,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.0145000000000009,
70,15822,2hhFKvpOL87xdX7VifxBRh,IfcColumn,COLUMN,Concrete Square:250 x 250mm:308073,Ground Floor,Concrete Square:250 x 250mm,,,,,,1.81795000000017,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.185060000000026,
71,16213,2hhFKvpOL87xdX7VWfxBRh,IfcColumn,COLUMN,Concrete Square:250 x 250mm:308073,Level 1 -  Lower,Concrete Square:250 x 250mm,,,,,,1.81795000000017,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.0201700000000002,
72,16367,2hhFKvpOL87xdX7VifxBY6,IfcWall,SOLIDWALL,BLK01.040,Ground Floor,Basic Wall:250XTERNAL,,,250XTERNAL,,,,,,,,,,True,,,,,,,,,,,,,,,664.084653988083,,,,,250XTERNAL,,,,,,,,,,,,,250.0,,,,5.26690244319156,,,,0.136880067055219,,,,0.405164998483495,,,,,,,,,,,,,,250XTERNAL,,,,True,,,,False,,,,,,,,,,2960.00000000035,,,,,,,,,,
73,16434,2hhFKvpOL87xdX5VefxBlF,IfcWall,SOLIDWALL,BLK01.041,Ground Floor,Basic Wall:250XTERNAL,,,250XTERNAL,,,,,,,,,,True,,,,,,,,,,,,,,,473.535812627038,,,,,250XTERNAL,,,,,,,,,,,,,250.0,,,,5.85673292627115,,,,0.117664905397838,,,,0.458893131051568,,,,,,,,,,,,,,250XTERNAL,,,,False,,,,False,,,,,,,,,,3900.0,,,,,,,,,,
74,16503,0Jjz$4kg55QP67wd3_uenG,IfcColumn,COLUMN,Concrete Square:250 x 250mm:312823,Level 1 - Upper,Concrete Square:250 x 250mm,,,,,,0.672744401044361,,,True,,,,,,,,,,,,,,,,,,11482.939632546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0.0,,,,250 x 250mm,,3500.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.218750000000001,
75,16551,0Jjz$4kg55QP67wdF_uenG,IfcColumn,COLUMN,Concrete Square:250 x 250mm:312823,Roof Lower,Concrete Square:250 x 250mm,,,,,,0.672744401044361,,,True,,,,,,,,,,,,,,,,,,360.892388451445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0.0,,,,250 x 250mm,,110.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.00687500000000001,
76,16656,0Jjz$4kg55QP67wd3_uenS,IfcColumn,COLUMN,Concrete Square:250 x 250mm:312827,Level 1 - Upper,Concrete Square:250 x 250mm,,,,,,0.672744401044362,,,True,,,,,,,,,,,,,,,,,,11482.939632546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0.0,,,,250 x 250mm,,3500.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.218750000000001,
77,16703,0Jjz$4kg55QP67wdF_uenS,IfcColumn,COLUMN,Concrete Square:250 x 250mm:312827,Roof Lower,Concrete Square:250 x 250mm,,,,,,0.672744401044362,,,True,,,,,,,,,,,,,,,,,,360.892388451444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0.0,,,,250 x 250mm,,110.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.00687500000000002,
78,16808,0Jjz$4kg55QP67wd3_uenQ,IfcColumn,COLUMN,Concrete Square:250 x 250mm:312829,Level 1 - Upper,Concrete Square:250 x 250mm,,,,,,0.67274440104436,,,True,,,,,,,,,,,,,,,,,,11482.939632546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,3500.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.218750000000001,
79,16855,0Jjz$4kg55QP67wdF_uenQ,IfcColumn,COLUMN,Concrete Square:250 x 250mm:312829,Roof Lower,Concrete Square:250 x 250mm,,,,,,0.67274440104436,,,True,,,,,,,,,,,,,,,,,,360.892388451445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,110.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.00687500000000001,
80,16958,0Jjz$4kg55QP67wd3_uenO,IfcColumn,COLUMN,Concrete Square:250 x 250mm:312831,Level 1 - Upper,Concrete Square:250 x 250mm,,,,,,0.672744401044355,,,True,,,,,,,,,,,,,,,,,,11482.9396325459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,3500.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.218749999999999,
81,17003,0Jjz$4kg55QP67wdF_uenO,IfcColumn,COLUMN,Concrete Square:250 x 250mm:312831,Roof Lower,Concrete Square:250 x 250mm,,,,,,0.672744401044355,,,True,,,,,,,,,,,,,,,,,,360.892388451442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,250 x 250mm,,110.0,250 x 250mm,,,,,,,,,,,,,,250 x 250mm,,,,,,,,,,0.00687499999999998,
